"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"1110006O24Rik",41.8899264617336,1.12205577850941,0.363788876517643,3.08435977825998,0.00203990744704032,0.00436228098268036
"1110007C09Rik",586.746136760936,0.621463326122591,0.0981753550896048,6.330135761214,2.44945584492588e-10,9.42647197080139e-10
"1110008F13Rik",695.261033856796,-0.360829981764141,0.0877084068060345,-4.11397259286797,3.88907630033618e-05,0.000101848603298148
"1110008J03Rik",272.077672483222,-0.375828604557981,0.142431172077399,-2.63866820076263,0.00832323992913797,0.0161969997563625
"1110008L16Rik",224.3752403234,-0.51574542158351,0.154536366208984,-3.33737251778039,0.000845745100428418,0.00190283415915048
"1110008P14Rik",210.513950893505,0.603745372716349,0.166062360804323,3.63565452033868,0.000277275729562785,0.000665487580082454
"1110012J17Rik",1987.46740915839,-0.40384824897847,0.0552512558634879,-7.30930442515694,2.68528779807815e-13,1.20011171062417e-12
"1110012L19Rik",135.028212300755,0.0169854792833758,0.200360885478785,0.0847744271182828,0.932440724539302,0.951204790489384
"1110014N23Rik",654.847364278849,-0.511080340562653,0.0915602098003502,-5.58190442854029,2.37899101446529e-08,8.15812380049221e-08
"1110017D15Rik",1.10197594743872,3.53821205101365,2.92646714164884,1.20903870768224,0.226647974826494,0.308809363902941
"1110017F19Rik",42.1254603985082,-1.6590588482508,0.373658247524378,-4.44004343338509,8.9940723951745e-06,2.51018893585489e-05
"1110018G07Rik",744.502623923265,0.42856652811626,0.0847454252266918,5.05710517080841,4.25668513525284e-07,1.32964428179175e-06
"1110018J18Rik",411.213180732766,0.789893456006277,0.114876441317039,6.87602651118265,6.15450515925011e-12,2.58328795158424e-11
"1110019D14Rik",52.8428384028863,0.36375152357563,0.313231671188431,1.1612859012485,0.245525651120071,0.330452815659514
"1110020A21Rik",9.21443127491993,0.991144407470078,0.781552145183015,1.26817438040296,0.204735683960524,0.284751141551573
"1110021J02Rik",191.244305931347,0.0908857539784548,0.166018448906135,0.547443700247078,0.584073939390068,0.664693685882734
"1110021L09Rik",213.671912489188,-0.692841469692896,0.162420433737554,-4.26572847855105,1.99250985706677e-05,5.37091715438452e-05
"1110028F11Rik",0.93590773249438,0.0317343294424994,2.96175192896752,0.0107147155479568,0.991451057468279,NA
"1110028F18Rik",1.99964440754949,4.37172976881361,2.23559132095485,1.95551384004585,0.0505224514211796,0.0841895630613361
"1110031I02Rik",104.556773880622,-0.518040838992254,0.227335551104418,-2.27874978847594,0.022681943245883,0.0408005772210968
"1110032A03Rik",79.9109576034648,1.24195517543952,0.267617827830205,4.64077892533941,3.47098312879065e-06,1.00614903783939e-05
"1110032A04Rik",6.35971156729846,-0.331870790264309,0.936057262073573,-0.354541120197221,0.722933393219714,0.784598941714656
"1110032F04Rik",0.276038222816575,1.47199025550776,4.97382018489705,0.295947621905882,0.767270082092103,NA
"1110034A24Rik",319.349498851588,-1.07635085647244,0.131248483096265,-8.20086321060933,2.3866698445335e-16,1.22985097088811e-15
"1110034B05Rik",153.275063301965,-0.295465720410529,0.190565516982896,-1.55046791827006,0.121029247917665,0.181949931300125
"1110034G24Rik",31.4758907275695,-0.120177118595474,0.405538187688457,-0.296339832459371,0.766970569365415,0.822232873219136
"1110035M17Rik",1.88074493233301,2.70112944173804,2.20053232818742,1.22748909758711,0.219638817037275,0.301705746630464
"1110036E04Rik",0.206484431155537,1.25997304906966,4.98702983938607,0.252649992009024,0.800538694882409,NA
"1110037F02Rik",1691.28825450809,-0.140089736658244,0.0575331721287796,-2.43493851416142,0.0148943203554898,0.0277478065046418
"1110038B12Rik",1182.00426346614,0.301982551295142,0.0676473505693138,4.46407063622869,8.04170336668022e-06,2.25497355968637e-05
"1110038D17Rik",275.972786923833,0.232605381449857,0.142212524503869,1.6356181163462,0.101919536402473,0.156229460906874
"1110038F14Rik",369.275189902147,-0.209695741655015,0.123097618710061,-1.703491455419,0.0884761356940813,0.138031343394369
"1110046J04Rik",32.0102910071263,1.60415320595641,0.440285463299376,3.64343894966538,0.000269019482555131,0.000646675817263222
"1110051M20Rik",112.944427311052,-0.513224062358634,0.216074358835588,-2.37521964718242,0.0175385100528332,0.0321966306741182
"1110054M08Rik",54.4515861079816,0.970479085402157,0.319003410378805,3.04222166230057,0.00234838890446538,0.00497857159546494
"1110054O05Rik",575.798932962915,-0.256753689130137,0.095609158795486,-2.68545077024837,0.00724320444057514,0.0142277887480116
"1110057K04Rik",564.678040652062,-0.66096831214425,0.0976552453358294,-6.7683851478866,1.30227705650323e-11,5.37423945981938e-11
"1110058L19Rik",149.227481846962,-0.388304711458197,0.190182879744766,-2.04174377830076,0.0411769537469245,0.0701169423178798
"1110059E24Rik",319.320047024623,-0.328551082173608,0.128889748650913,-2.54908621990924,0.0108005594367039,0.020620704993455
"1110059G10Rik",105.12682467177,-0.0405052205999434,0.234272242528654,-0.172898078589012,0.862731541973267,0.899141569969981
"1110059M19Rik",2.43535436339931,3.00199821908464,2.00780159068902,1.49516676996677,0.134870923608869,0.199786279040772
"1110065P20Rik",97.465964041761,-0.386878032811279,0.232415588529389,-1.66459588730365,0.0959934064322729,0.148396207003651
"1110067D22Rik",1152.80741632553,-0.557127652135999,0.0693910360150202,-8.02881300137103,9.84202375978247e-16,4.94146948043122e-15
"1190002F15Rik",134.072051223818,0.538854630691596,0.202318787397115,2.66339393204212,0.00773567951961866,0.0151297912061975
"1190002H23Rik",1.81119114067197,2.65178245569531,2.2412333421803,1.18317999549107,0.236737819378448,0.320607091526188
"1190002N15Rik",80.8256438349926,2.05429262723499,0.285003745461702,7.20794957942418,5.68006527808297e-13,2.504510243408e-12
"1190003J15Rik",0.412968862311074,2.13005116280399,4.90807149103583,0.433989432854503,0.664296114627929,NA
"1190005F20Rik",249.948856096794,-0.0884639343641163,0.147460710751242,-0.599915285322,0.548562694964822,0.632997129023512
"1190005I06Rik",49.8116245852572,-0.1952723630422,0.322478835337827,-0.605535438744789,0.544823284978494,0.629902263292389
"1190007F08Rik",23.0137634666101,0.601631944619523,0.477467503661261,1.26004794044864,0.207652068615951,0.287900746971658
"1190007I07Rik",63.8123520723835,-0.646721589468406,0.291326388157401,-2.21992107738276,0.0264241254715862,0.0469475411636883
"1200011I18Rik",507.769481364336,0.3974843779032,0.102229924901352,3.88814115129945,0.000101014879137101,0.000253545870527756
"1200011M11Rik",620.087719296483,-0.239416275995313,0.0987968005790378,-2.42332013377072,0.0153793670743266,0.0285688098536428
"1200014J11Rik",615.766805511089,-0.42441979888806,0.0953602467482922,-4.45069946188726,8.55910542250361e-06,2.3944120652639e-05
"1300001I01Rik",2891.75418816758,-1.32840757041167,0.0464115772832902,-28.6223319303123,3.54372568811523e-180,2.44564533091846e-178
"1300002E11Rik",69.3350416253371,0.527211152226845,0.27482621032804,1.91834378386818,0.0550674341205272,0.0909592332588129
"1300010F03Rik",415.318305486886,-0.451210092579715,0.115749470283168,-3.89816118791627,9.69258936864973e-05,0.000243757506181806
"1300014I06Rik",911.306503059114,1.64423798892796,0.082491491799808,19.9322130446887,2.1389174672224e-88,5.55723111357834e-87
"1300017J02Rik",1.65405239307187,4.11064500138113,2.3966352160511,1.71517341222841,0.0863134379699273,0.135079918766664
"1300018I17Rik",336.685506869529,0.0356402894815207,0.124780180861724,0.285624601883017,0.775165658515939,0.829006289519052
"1300018J18Rik",110.393814233477,-0.149691666740275,0.219661548579291,-0.681465043419927,0.495577278446381,0.585713237576652
"1500001M20Rik",246.38763476072,-1.51980219517287,0.158294232704916,-9.60112171620301,7.90790637664254e-22,5.06413938179441e-21
"1500002O20Rik",279.643165752451,-0.439848664425709,0.139613176786413,-3.15048102586056,0.00163001844025373,0.00353861186180066
"1500003O03Rik",2230.28829862003,-0.446720588961427,0.0506119917918722,-8.82637835709848,1.08119824977252e-18,6.12916895608121e-18
"1500004A13Rik",24.4236088449114,-0.30785635190212,0.468405069667495,-0.657243851183458,0.511024133543498,0.59998559515748
"1500009C09Rik",0.689007085127649,2.85195591800506,3.75268871436353,0.759976682075738,0.447268523166945,NA
"1500009L16Rik",0.482522653972112,2.33026350174535,4.64850179887543,0.501293449495725,0.616164614708281,NA
"1500011B03Rik",238.231921299555,0.432981997498951,0.149778084060997,2.89082344866035,0.00384233910270592,0.00790296968982582
"1500011H22Rik",588.598279229017,-0.899015188695038,0.0961770552977949,-9.34750170829623,8.97423703709017e-21,5.52720041260466e-20
"1500011K16Rik",115.598597062651,-1.46413167325078,0.229177484881183,-6.38863662374976,1.67371248976689e-10,6.49282845151979e-10
"1500012F01Rik",907.038765745423,0.914569386077272,0.0788963264057435,11.592040184151,4.52230503534234e-31,3.82023571264247e-30
"1500015A07Rik",88.9536425776556,0.929985557806343,0.250849989027412,3.7073374466232,0.000209449772745447,0.000509101263659097
"1500015L24Rik",0.433176970416671,-0.127149717889499,4.97705263316108,-0.0255471917339846,0.979618507195166,NA
"1500015O10Rik",1.1496350783438,-0.11644233949868,2.85346975901298,-0.0408072800249188,0.967449535574283,0.976170147081133
"1500031L02Rik",188.130199191697,-0.0773857007682998,0.16650258008372,-0.464771781490647,0.642094897704626,0.714779651732974
"1500032L24Rik",494.281158747857,-0.157789243710238,0.105186416115598,-1.50009145227299,0.133590714805478,0.198193748577532
"1520402A15Rik",12.6262818166143,0.178338337542711,0.662781694529863,0.269075532735123,0.787871558348722,0.839111706545841
"1600002D24Rik",0.55207644563315,2.50917967657619,4.70240110520962,0.533595416562055,0.593621480043047,NA
"1600002H07Rik",191.805143790877,-0.395718646489223,0.168109615476824,-2.35393225644357,0.018575996105269,0.0339279683118329
"1600002K03Rik",44.3957199729985,-0.172429924409294,0.338535952835569,-0.509340065552936,0.610513878928602,0.687845933558579
"1600010M07Rik",0.689007085127649,2.85195591800506,3.75268871436353,0.759976682075738,0.447268523166945,NA
"1600012F09Rik",178.106354389691,-0.596808449057539,0.174127517241946,-3.42742180277163,0.000609341771177629,0.00139614857575737
"1600012H06Rik",485.595750662851,0.273437200502862,0.105449079805514,2.59307336780159,0.0095122475897625,0.0183148381479809
"1600014C10Rik",225.884319059207,-0.137188861353433,0.154073164971966,-0.890413728947511,0.373243773230498,0.465310027564547
"1600014C23Rik",6.06413312665434,5.98883769060757,1.67271597000627,3.58030759435215,0.000343189972956071,0.000814457137231793
"1600014K23Rik",0.206484431155537,1.25997304906966,4.98702983938607,0.252649992009024,0.800538694882409,NA
"1600015I10Rik",0.758560876788687,2.97477483842827,3.56639009697316,0.834113699719218,0.404216915901838,NA
"1600016N20Rik",102.408623836643,1.97310685267192,0.251044159626165,7.85960069977374,3.85359915073507e-15,1.88342678694952e-14
"1600019K03Rik",0.206484431155537,1.25997304906966,4.98702983938607,0.252649992009024,0.800538694882409,NA
"1600020E01Rik",67.9091781992455,0.611604537380534,0.28514662600219,2.14487734242325,0.0319626552432407,0.0557246743436628
"1600025M17Rik",0.206484431155537,1.25997304906966,4.98702983938607,0.252649992009024,0.800538694882409,NA
"1600027N09Rik",223.811710920608,-0.021354526928192,0.155694159375136,-0.137156891523076,0.890906784389835,0.921054502767502
"1600029D21Rik",5.66533193214334,2.17529982748409,1.16047707631932,1.8744875464352,0.0608632569525583,0.0992494819862445
"1600029O15Rik",0.226692539261134,-1.51160752468272,4.98753160737497,-0.3030772822467,0.76183096656816,NA
"1700001C02Rik",0.206484431155537,1.25997304906966,4.98702983938607,0.252649992009024,0.800538694882409,NA
"1700001C19Rik",11.4296618105587,0.883669522588751,0.698818123474009,1.26452004163229,0.206043431889674,0.286158064287348
"1700001F09Rik",2.7560283405106,4.85447082327326,1.99443732956586,2.43400519600682,0.014932780725625,0.0277893171105619
"1700001G11Rik",6.82371266581534,0.795912267562544,0.925070187428345,0.860380410458525,0.389579380678736,0.482379467033446
"1700001G17Rik",4.48451668409376,0.718144392001983,1.17991779181238,0.608639345033433,0.542763519245407,0.627849539360577
"1700001J11Rik",0.574817539171898,-0.117502869141061,4.30303835967531,-0.0273069536730618,0.978214910708914,NA
"1700001K19Rik",3.43948537650993,0.176707659804107,1.34924616551599,0.130967694643423,0.895800863179914,0.92481538292362
"1700001K23Rik",0.206484431155537,1.25997304906966,4.98702983938607,0.252649992009024,0.800538694882409,NA
"1700001L05Rik",12.9605951903306,0.663819923924665,0.648744315249596,1.0232381360741,0.306195265758521,0.394982694706356
"1700001L19Rik",0.206484431155537,1.25997304906966,4.98702983938607,0.252649992009024,0.800538694882409,NA
