"hgnc symbol","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"4930544D05Rik",9.08182238728774,-0.11362812734616,0.726893897719836,-0.156320100777563,0.875780712975239,0.984604815388913
"Gp1ba",42.8093499080369,0.515633485231581,0.292429020153032,1.7632774098882,0.0778537134066002,0.422455936159264
"Slc25a11",1258.86931347555,0.107183566969714,0.195676850021179,0.547758035547452,0.583858056617454,0.91118614023064
"Rnf167",738.866599432659,0.327902402115493,0.232924030572273,1.40776544742879,0.159200534887774,0.590412178499687
"Eno3",1229.7530851731,-0.161385126274588,0.782514514246222,-0.206239147436194,0.836604109861335,0.977093370630251
"Pfn1",18072.4055806427,-0.333227530186242,0.230700850533832,-1.44441396473037,0.148622564864778,0.570329800184247
"Camta2",984.01960632099,-0.0515572504840102,0.122275937277326,-0.421646741231488,0.673282883948832,0.941265327034438
"Spag7",687.386806703741,0.237593884169343,0.18117592960182,1.31139873100977,0.189723087354806,0.633797759749845
"Inca1",101.26053372494,0.403274933344433,0.270964876645715,1.48829227734823,0.136673830702321,0.547723635404977
"Kif1c",3910.29132348094,-0.162396071017138,0.173985393311285,-0.933389107708531,0.350619102194778,0.797643392126765
"AK039373",11.8393890127508,-0.800094054000144,0.698881622883785,-1.14482056445944,0.252283494829195,0.711580722759892
"Zfp3",85.3505085367817,0.12676521811988,0.309303004467493,0.409841534963826,0.681922195459282,0.944079819046801
"A430084P05Rik",13.5288180365126,-0.817690006299894,0.756660881584654,-1.0806558475541,0.279850230101904,0.740439387165763
"Rabep1",1973.61740517989,-0.100001135246028,0.206183356921553,-0.485010704739254,0.627668752108759,0.925017258833647
"Nup88",3815.24286432633,-0.0760344939959079,0.186977183585951,-0.406651188865277,0.684264195198177,0.94502651122468
"Rpain",452.824245546494,-0.0528866667468603,0.235775579754762,-0.224309348753885,0.822516602287119,0.974859179145814
"C1qbp",2348.87853481092,-0.353671400115931,0.235583046994664,-1.50125997871121,0.133288332025988,0.54150148736887
"Dhx33",738.16154588255,-0.397501229381079,0.19122106186367,-2.07875233777582,0.037640119725022,0.282387450747457
"Derl2",1115.22770500448,0.162943599413093,0.212456091836672,0.766951881701551,0.443110125206744,0.853180198348016
"Mis12",521.597699426411,-0.104732387821016,0.280728799183549,-0.373073187095916,0.709093973985801,0.952013045834563
"6330403K07Rik",19.7694012978933,-0.292617039857622,0.455763676322316,-0.642036772695074,0.520849307079566,0.888740900625844
"Nlrp1a",2.38039871842478,-0.143785266740493,2.93634467958276,-0.048967434831569,0.960945248032795,NA
"Nlrp1b",3.37297753465574,-3.30817892468877,2.33578800637507,-1.41630101518621,0.156687390743771,0.585947390919762
"Wscd1",4.38954273184975,-0.527593279616713,1.40623020301824,-0.37518272505051,0.707524576829457,0.951779925412542
"4930401O10Rik",0.339621578142308,-2.07563504428273,3.09220695906121,-0.671247129239012,0.502063109641227,NA
"Aipl1",6.21363549280959,-0.376065072538517,0.935401777273297,-0.4020358755729,0.687657623843989,0.945714799974882
"Fam64a",109.341932019518,-1.33425443347423,0.675458662633783,-1.97533099697268,0.0482305978164966,0.326815851639822
"Pitpnm3",790.437566221857,0.511685614403336,0.664629896540488,0.769880526089403,0.441370766615584,0.852029679829775
"4933427D14Rik",493.089867603817,-0.106451394310872,0.200671672014809,-0.530475444002959,0.595782330152919,0.916059254424201
"Txndc17",2434.03864664278,-0.260039921541791,0.229800616774566,-1.13158931073231,0.257807136139584,0.717922510760335
"Med31",419.654654398254,0.451867590003935,0.278603247352163,1.62190352875809,0.104824005869326,0.487369976171859
"AK043242",22.7139234300162,0.0875146388675553,0.420493337761448,0.208123722800107,0.835132364589093,0.976830289554829
"Slc13a5",33.8039160497132,0.703786882422281,0.86844152851,0.81040215065461,0.417709082209833,0.839818683205102
"1700051A21Rik",4.22548950621414,0.72212866982985,0.758455633548057,0.952104036002384,0.341044222365587,0.791116304631511
"AB353040.10",2.27677499542391,0.446480062739783,0.814328664145652,0.548279929711432,0.583499706298292,NA
"Xaf1",379.48318571503,-0.00733415636857171,0.524715991394174,-0.0139773829821439,0.988848025041053,0.997639028473761
"Fbxo39",2.87014339339498,0.466142279992119,1.30887187200955,0.356140497752798,0.721735350048928,0.955619195410164
"Tekt1",16.3164363401332,0.122570989382668,0.996760107912426,0.122969396958889,0.902131331695954,0.985817010963971
"Smtnl2",470.522286091626,1.7754730372359,0.572619727116514,3.10061451458628,0.00193119523263332,0.0389500013198552
"Ggt6",55.2656744240285,0.496175086801278,1.19029598510761,0.416850172569825,0.676788001377258,0.943233381640843
"Mybbp1a",5298.23033583324,-0.368655147104011,0.174971433955106,-2.1069447667589,0.0351223675455953,0.269975285330247
"Spns2",1858.96921566398,0.540669084622717,0.553472376888307,0.976867332860274,0.328634836161659,0.780185703663933
"Spns3",26.9039672194958,0.819162423544201,0.908058539749513,0.902103099839979,0.367002102368941,0.808716022509455
"Ube2g1",3452.69727987563,0.620553825385675,0.202571616988241,3.06337992761197,0.00218852012019771,0.0427778608719282
"Ankfy1",2514.15796933435,-0.0631216214897837,0.24137601606265,-0.261507429443198,0.793701220939341,0.969512508906606
"Cyb5d2",139.050860393371,0.441386827912175,0.32117335937146,1.37429464503524,0.169350228104436,0.605707190245506
"Zzef1",3346.56587998812,0.165299124691588,0.153259065586294,1.07856017560354,0.280783842601395,0.740535294690405
"Atp2a3",305.818532473155,-1.00635577111219,0.675773126301081,-1.48919175969691,0.136436880093166,0.547530660366231
"P2rx1",21.4084327569361,-0.140919942269433,0.812040821822086,-0.173538002625572,0.862228559229723,0.981058609857895
"Camkk1",59.322716055783,0.0121007628413503,0.467379346882216,0.0258906665903656,0.979344544534692,0.996689667869672
"AK076313",3.28826171916838,0.0747943545600763,1.05963132097946,0.0705852621371565,0.943727840264404,0.993064951981118
"1200014J11Rik",1005.80226627044,0.0639964968828865,0.264239773208488,0.242191007454402,0.808632162680331,0.972669590573539
"Itgae",45.3918157677196,-0.528900619605042,0.731862177121052,-0.722677897750632,0.469877797612535,0.863374174591396
"Gsg2",82.2732750186172,-0.577069472968778,0.427969260580156,-1.3483900039608,0.177532977333944,0.61758812327872
"P2rx5",27.5531936089032,-0.759112128798138,0.443886671776689,-1.71014850650896,0.0872384149685039,0.446215238968006
"Tax1bp3",780.822052754324,0.132268110555419,0.205255853535976,0.644406034112135,0.519312172698417,0.887960655734544
"Emc6",455.482570341214,-0.114398781698877,0.171363523753739,-0.667579536140233,0.504402023944099,0.881179468524517
"Ctns",384.843308352786,0.0418391314068652,0.170671386639635,0.245144380851646,0.806344640134024,0.972298513990208
"Shpk",48.7521647493718,0.126217778361741,0.496718142633275,0.254103419079111,0.799415662004807,0.971206477994828
"Trpv1",6.2611798145375,-1.78500258301222,2.86757625164729,-0.622477809260283,0.533627730874568,0.89335059569912
"Trpv3",12.6547235634439,-1.8712414601926,1.18706727086136,-1.57635671214723,0.114943618549892,0.507743523359186
